,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,Clicked,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
25,0.08108108108108109,0.001184834123222749,0.0073151443258204826,0.3529411764705882,2.738600575106121e-05,0.0009222965183306433,0.026469031233456855,0.7755102040816326,0.11054421768707483,0.2,0.057692307692307696,0.0,0.047337278106508875,0,05db9164,d97d4ce8,c725873a,d0189e5a,25c83c98,fbad5c96,c823e712,0b153874,a73ee510,0a02c6b8,9ad95d23,49fee879,062065a8,b28479f6,936289f3,3b87fa92,27c07bd6,fb342121,21ddcdc9,5840adea,d90f665b,ad3062eb,bcdee96c,6c1cdd05,ea9a246c,1219b447
26,0.0,0.001579778830963665,0.0017793594306049823,0.3676470588235294,0.04598110365603177,0.009684113442471755,0.0021175224986765486,0.9591836734693877,0.10437925170068027,0.0,0.028846153846153848,0.0,0.14792899408284024,0,05db9164,8947f767,d14555f7,7b3460d9,25c83c98,7e0ccccf,d20b4953,0b153874,a73ee510,fa7d0797,c82f1813,a2a80116,949ea585,07d13a8f,8941fc47,574feb13,8efede7f,2c698a26,c68db44a,a458ea53,714ac7d6,c9d4222a,32c7478e,9c1163ab,010f6491,07752963
27,0.08558558558558559,0.0679304897314376,0.00019770660340055358,0.0,0.0007394221552786527,0.0,0.07781895182636317,0.0,0.00510204081632653,0.4,0.22115384615384617,0.0,0.0,1,05db9164,403ea497,2cbec47f,3e2bfbda,25c83c98,fe6b92e5,7227c706,0b153874,a73ee510,305a0646,9625b211,21a23bfe,dccbd94b,07d13a8f,e3209fc2,587267a3,e5ba7672,a78bd508,21ddcdc9,5840adea,c2a93b37,ad3062eb,c7dc6720,1793a828,e8b83407,2fede552
28,0.013513513513513514,0.03751974723538704,0.004547251878212732,0.2647058823529412,0.0002738600575106121,0.00023057412958266084,0.02541026998411858,0.42857142857142855,0.04400510204081633,0.2,0.07692307692307693,0.0,0.011834319526627219,1,05db9164,f9875f50,ade4e358,13508380,25c83c98,7e0ccccf,05fd9bff,5b392875,a73ee510,a1ee64a6,9ebaacb7,fc9d0a40,581ec7a9,07d13a8f,4ad96776,51ab1d01,e5ba7672,43a9e4b1,55dd3565,b1252a9d,7662c488,c9d4222a,3a171ecb,45ab94c8,24657b11,c84c4aec
29,0.03153153153153153,0.0007898894154818325,0.0005931198102016608,0.014705882352941176,0.023962755032178557,0.0018445930366612867,0.029645314981471677,0.2040816326530612,0.01913265306122449,0.2,0.07692307692307693,0.3448275862068966,0.005917159763313609,0,05db9164,95e2d337,ff2ca1db,c5455c5f,25c83c98,fe6b92e5,468a0854,062b5529,a73ee510,3b08e48b,a60de4e5,6827f673,605bbc24,64c94865,8ec16239,2cde4ca7,8efede7f,7b06fafe,85684dc0,a458ea53,e7c19539,c9d4222a,32c7478e,16bb3de8,2bf691b1,d3b2f8c3
30,0.0,0.001579778830963665,0.017002767892447607,0.0,0.07136793098726552,0.02743832142033664,0.003176283748014823,0.1020408163265306,0.0040391156462585035,0.0,0.009615384615384616,0.08045977011494253,0.005917159763313609,0,68fd1e64,d7988e72,48fe6d32,fdc3726e,25c83c98,7e0ccccf,c03eb803,5b392875,a73ee510,3b08e48b,d700703a,8200597a,bccbbffe,07d13a8f,194c42a4,6c1ee7fc,8efede7f,0f2f9850,21ddcdc9,b1252a9d,7aa6be0b,ad3062eb,3a171ecb,03955d00,445bbe3b,7ebbdf14
31,0.036036036036036036,0.07266982622432859,0.01542111506524318,0.07352941176470588,0.004491304943174039,0.005764353239566521,0.00370566437268396,0.9999999999999999,0.010841836734693877,0.2,0.009615384615384616,0.0,0.2603550295857988,0,7e5c2ff4,b56822db,7da86e4b,b733e495,085a25d4,7e0ccccf,2e8a689b,0b153874,a73ee510,fed0f64c,e51ddf94,ed397d6b,3516f6e6,b28479f6,a9d1ba1a,056d8866,e5ba7672,38dce391,21ddcdc9,b1252a9d,deaf6b52,c9d4222a,32c7478e,d9556584,001f3601,6c27a535
32,0.14414414414414414,0.019747235387045814,0.00019770660340055358,0.014705882352941176,0.02127892646857456,0.0012681577127046347,0.01641079936474325,0.4081632653061224,0.0040391156462585035,0.2,0.009615384615384616,0.022988505747126436,0.005917159763313609,1,05db9164,f0cf0024,5c7d8ff6,902872c9,4cf72387,fbad5c96,ab42cbc3,6c41e35e,a73ee510,878f4678,144d9b96,79b87c55,fb4bc60c,b28479f6,fdb1071f,5627d7e0,27c07bd6,cc693e93,21ddcdc9,b1252a9d,4063500f,ad3062eb,32c7478e,54baf4d1,ea9a246c,404b6540
33,0.0045045045045045045,0.0007898894154818325,0.006326611308817715,0.08823529411764705,0.010269752156647953,0.004265621397279226,0.0,0.7346938775510203,0.007865646258503401,0.2,0.009615384615384616,0.0,0.08875739644970414,0,05db9164,207b2d81,753f11e3,f922efad,25c83c98,fe6b92e5,626b4693,0b153874,a73ee510,f62834dd,fa365cf9,c703e271,d2420e4c,07d13a8f,950307af,3241ec25,d4bb7bd8,966c77d8,21ddcdc9,b1252a9d,e77e3775,c9d4222a,3a171ecb,b34f3128,001f3601,59b96d68
34,0.02252252252252252,0.005529225908372828,0.0005931198102016608,0.044117647058823525,0.009420785978365057,0.0006917223887479825,0.006352567496029646,0.18367346938775508,0.015306122448979591,0.4,0.057692307692307696,0.011494252873563218,0.01775147928994083,1,68fd1e64,4f25e98b,d9b5f132,209d0d06,25c83c98,fbad5c96,fc658742,e602701d,a73ee510,36bcccc4,0741a7f1,893f9e14,8916f815,b28479f6,8ab5b746,a398a2b8,3486227d,7ef5affa,dfc341f8,a458ea53,5c2357c6,c9d4222a,3a171ecb,3fdb382b,001f3601,49d68486
35,0.0,0.001184834123222749,0.0025701858442071968,0.11764705882352941,0.05271806107079283,0.01948351394973484,0.006881948120698783,0.5918367346938775,0.1211734693877551,0.0,0.04807692307692308,0.0,0.047337278106508875,0,5bfa8ab5,09e68b86,a2cb9862,814de1a1,25c83c98,fe6b92e5,5e21596e,0b153874,a73ee510,7f56dad6,8f68a279,7a4a1690,7eb73375,b28479f6,52baadf5,4c21f9c8,e5ba7672,5aed7436,21ddcdc9,b1252a9d,6e24dbb3,c9d4222a,32c7478e,3d9efcfb,e8b83407,61e8ae24
36,0.14414414414414414,0.27251184834123227,0.00039541320680110717,0.029411764705882353,0.012488018622483912,0.00023057412958266084,0.05399682371625199,0.7346938775510203,0.05505952380952381,0.4,0.057692307692307696,0.16091954022988506,0.011834319526627219,1,05db9164,942f9a8d,2296d72b,13194a12,25c83c98,fbad5c96,3f4ec687,0b153874,a73ee510,726f00fd,c4adf918,06862b4a,85dbe138,b28479f6,ac182643,61340085,8efede7f,1f868fdd,c7dc6720,a458ea53,206a3073,ad3062eb,32c7478e,3fdb382b,e8b83407,49d68486
37,0.0,0.24921011058451817,0.00039541320680110717,0.014705882352941176,0.042448308914144875,0.0004611482591653217,0.08787718369507677,0.08163265306122448,0.010629251700680272,0.0,0.17307692307692307,0.0,0.005917159763313609,0,05db9164,1cfdf714,cbfdad25,93feaaa1,25c83c98,fbad5c96,f913fba5,0b153874,a73ee510,3b08e48b,c05dff4b,2663ffe4,a22449ca,687dfaf4,a54fca2b,654b1e6d,e5ba7672,e88ffc9d,21ddcdc9,a458ea53,770d67c4,ad3062eb,dbb486d7,958295a3,cb079c2d,17800205
38,0.05405405405405406,0.33293838862559244,0.00039541320680110717,0.058823529411764705,0.00010954402300424484,0.0004611482591653217,0.005823186871360509,0.02040816326530612,0.0008503401360544217,0.2,0.009615384615384616,0.011494252873563218,0.0,1,05db9164,cc8e236e,1c239854,cf3dc9c2,25c83c98,7e0ccccf,6855ef53,f0298c3c,a73ee510,408fa381,b7094596,98d78b2b,1f9d2c38,07d13a8f,3a8c68b7,da1333b6,3486227d,775e80fe,21ddcdc9,5840adea,3ee29a07,c9d4222a,32c7478e,c83e0347,ea9a246c,2fede552
39,0.0,0.00039494470774091627,0.005931198102016607,0.10294117647058823,0.045679857592770094,0.004150334332487895,0.024351508734780307,0.3469387755102041,0.03975340136054421,0.0,0.038461538461538464,0.06896551724137931,0.10059171597633136,0,05db9164,09e68b86,233378be,cb2156cb,25c83c98,7e0ccccf,197b4575,0b153874,a73ee510,6c47047a,48876b80,44776637,e40e52ae,cfef1c29,18847041,54dd60b2,8efede7f,5aed7436,21ddcdc9,5840adea,b39b1608,ad3062eb,423fab69,3fdb382b,e8b83407,eb9a9610
40,0.17117117117117117,0.03712480252764613,0.00019770660340055358,0.044117647058823525,0.04072299055182802,0.0031127507493659214,0.030174695606140816,0.36734693877551017,0.019345238095238096,0.0,0.038461538461538464,0.011494252873563218,0.01775147928994083,0,75ac2fe6,4e8d18ed,32138dac,d19f0185,43b19349,fe6b92e5,5df71803,5b392875,a73ee510,64b9e23f,a9b84bd5,612652a9,cdc2ccda,07d13a8f,8d016df5,a40234a0,3486227d,47e4d79e,21ddcdc9,a458ea53,65131293,c9d4222a,c7dc6720,3fdb382b,cb079c2d,49d68486
41,0.0,0.0007898894154818325,0.0015816528272044287,0.08823529411764705,0.04047651650006847,0.007378372146645147,0.12334568554790896,0.2857142857142857,0.16943027210884354,0.0,0.17307692307692307,0.0,0.1834319526627219,0,05db9164,a0e12995,8562458a,7b8066ff,4cf72387,fbad5c96,1e3cba9d,5b392875,a73ee510,ef8f7268,843d8639,43dfff11,9cab1003,b28479f6,83763c20,1ca8ac0c,27c07bd6,1616f155,21ddcdc9,5840adea,45de49a6,ad3062eb,32c7478e,1d585496,9b3e8820,984e0db0
42,0.018018018018018018,0.35742496050552924,0.008303677342823251,0.1764705882352941,0.0019170204025742846,0.0018445930366612867,0.045526733721545795,0.4081632653061224,0.013605442176870748,0.2,0.038461538461538464,0.0,0.09467455621301775,0,05db9164,942f9a8d,cd9dbee4,a7970f22,25c83c98,7e0ccccf,3f4ec687,0b153874,a73ee510,0e9ead52,c4adf918,e1b40567,85dbe138,b28479f6,ac182643,b0b60d11,8efede7f,1f868fdd,2b558521,b1252a9d,fbe278c3,ad3062eb,32c7478e,3fdb382b,9d93af03,49d68486
43,0.0045045045045045045,0.179304897314376,0.002372479240806643,0.07352941176470588,0.0017527043680679174,0.0016140189070786258,0.0,0.6122448979591836,0.005739795918367346,0.2,0.009615384615384616,0.011494252873563218,0.04142011834319526,1,05db9164,942f9a8d,f1a11e97,904d124f,25c83c98,7e0ccccf,3f4ec687,0b153874,a73ee510,0e9ead52,c4adf918,2f65735f,85dbe138,1adce6ef,ae97ecc3,755c8ee4,3486227d,1f868fdd,5b885066,b1252a9d,100c8918,c9d4222a,bcdee96c,030e5b1e,001f3601,1a5741da
44,0.0045045045045045045,0.001184834123222749,0.0021747726374060894,0.1764705882352941,0.0024373545118444476,0.002190454231035278,0.03176283748014823,0.4081632653061224,0.3516156462585034,0.2,0.09615384615384616,0.0,0.11242603550295857,0,05db9164,942f9a8d,435c3859,be42d44a,25c83c98,7e0ccccf,3f4ec687,1f89b562,a73ee510,7f79890b,c4adf918,e4c074db,85dbe138,07d13a8f,a8e962af,a029b14b,8efede7f,1f868fdd,8733cf72,b1252a9d,76ff3b70,ad3062eb,32c7478e,9fc6df89,9d93af03,91002aff
45,0.02252252252252252,0.09399684044233807,0.00039541320680110717,0.19117647058823528,0.00013693002875530606,0.00023057412958266084,0.02752779248279513,0.7346938775510203,0.08843537414965986,0.4,0.06730769230769232,0.0,0.011834319526627219,1,05db9164,207b2d81,993aa5eb,6a79eb33,25c83c98,fe6b92e5,01c31e6c,0b153874,a73ee510,c69c38d4,2bcfb78f,7fc6984c,e6fc496d,07d13a8f,0bf0feff,bb5f54a0,3486227d,fa0643ee,21ddcdc9,b1252a9d,9337fb91,c9d4222a,32c7478e,4943ec2d,001f3601,7ece26c3
46,0.009009009009009009,1.0,0.0031633056544088573,0.029411764705882353,0.001314528276050938,0.00023057412958266084,0.002646903123345686,0.3469387755102041,0.0055272108843537416,0.2,0.028846153846153848,0.0,0.011834319526627219,0,05db9164,8947f767,a55dd251,04b49dfa,25c83c98,7e0ccccf,9e8dab66,0b153874,a73ee510,5ba575e7,46febd4d,f5be04ec,949ea585,b28479f6,a473257f,6357b7d1,3486227d,bd17c3da,a8dbd7f0,b1252a9d,950f6b1c,8ec974f4,32c7478e,e37532a5,e8b83407,59e79d2e
47,0.13513513513513514,0.005134281200631911,0.00039541320680110717,0.08823529411764705,5.477201150212242e-05,0.0006917223887479825,0.01588141874007411,0.32653061224489793,0.17006802721088435,0.4,0.028846153846153848,0.011494252873563218,0.03550295857988166,0,5a9ed9b0,d4be07ad,91c49678,d392d940,25c83c98,7e0ccccf,9d547ce0,0b153874,a73ee510,3b08e48b,868a9e47,d463821c,fc5dea81,07d13a8f,1936a526,ac07723b,27c07bd6,cbae5931,cf99e5de,b1252a9d,66f44edf,c9d4222a,32c7478e,b2f178a3,001f3601,938732a0
48,0.0045045045045045045,0.021721958925750393,0.0007908264136022143,0.029411764705882353,5.477201150212242e-05,0.00011528706479133042,0.0005293806246691371,0.04081632653061224,0.00467687074829932,0.2,0.019230769230769232,0.0,0.005917159763313609,0,5a9ed9b0,8947f767,259cd0fe,124fac81,25c83c98,7e0ccccf,a13be9ad,0b153874,a73ee510,4e56c58e,62aedd5c,0844f3dc,e65a5fc3,07d13a8f,2c14c412,8c52ebec,07c540c4,bd17c3da,21ddcdc9,b1252a9d,2e357898,c9d4222a,3a171ecb,b6b5bc47,010f6491,c4510344
